iterations,sampled,rrgsize,movement,remaining,total,time
33,2140,1652,58.75,23.661444,82.411446,6924.647477
40,2372,2002,58.75,25.0518,83.8018,8252.11762
28,1671,1402,57.550003,21.537153,79.08716,5445.940411
35,2203,1752,57.550003,22.25507,79.80507,7119.565463
34,2144,1702,57.550003,21.894924,79.44493,6461.790447
37,2148,1852,53.29999,19.047485,72.34747,7233.704142
34,1986,1702,53.29999,21.551788,74.851776,6573.456891
36,2080,1802,53.29999,19.304535,72.60452,7087.491996
34,2007,1702,57.949997,22.434155,80.384155,7636.285037
45,2597,2252,57.949997,20.964935,78.91493,8184.444179
40,2327,2002,57.949997,20.553738,78.50374,7645.089881
45,2672,2252,57.449997,26.843893,84.29389,8417.817252
45,2616,2252,57.449997,23.180122,80.63012,9005.480489
36,2159,1802,57.449997,24.151531,81.60153,7166.577683
36,2098,1802,60.350014,23.999395,84.34941,6895.429453
31,1860,1552,60.350014,22.18373,82.533745,6172.662198
32,1870,1602,60.350014,23.21216,83.56217,6748.53431
41,2420,2052,57.25,23.855858,81.10586,7966.643109
37,2179,1852,57.25,21.068167,78.31817,6828.927942
31,1830,1552,57.25,20.10814,77.35814,6069.360255
31,1856,1552,62.249996,19.898138,82.14813,6507.285091
30,1862,1502,62.249996,23.534561,85.78456,6407.793427
30,1763,1502,62.249996,23.218594,85.46859,6042.220231
50,2901,2502,56.949997,19.189238,76.13924,9259.235096
38,2421,1902,56.949997,19.488686,76.43868,7750.684395
40,2404,2002,56.949997,21.023222,77.97322,7566.299847
42,2454,2102,47.599983,20.159742,67.75973,8831.633783
44,2591,2202,47.599983,21.575806,69.17579,8671.851619
42,2499,2102,47.599983,23.297144,70.897125,8127.06561
69,3877,3452,56.65,20.962957,77.61296,13861.14505
51,3070,2552,56.65,0,56.65,10056.228364
33,1880,1652,56.65,23.70045,80.35045,6822.837559
44,2644,2202,55.700005,24.853138,80.55315,9013.067317
41,2457,2052,55.700005,17.914734,73.61474,8366.294223
36,2172,1802,55.700005,22.700172,78.40018,7377.488618
43,2536,2152,59.40001,19.974941,79.374954,7695.184617
35,2061,1752,59.40001,17.874586,77.2746,6704.861724
36,2068,1802,59.40001,22.825823,82.22583,6700.804111
38,2181,1902,59.200005,19.186533,78.386536,7272.392094
27,1618,1352,59.200005,26.036686,85.236694,5459.956396
46,2758,2302,59.200005,25.2766,84.47661,8368.588273
40,2292,2002,52.999992,22.952318,75.95231,8150.367315
42,2539,2102,52.999992,19.085112,72.085106,8943.312812
61,3491,3052,52.999992,22.868162,75.86816,11706.669385
29,1782,1452,56.85,20.347788,77.197784,5778.052896
35,2094,1752,56.85,21.152191,78.00219,6918.958483
32,1918,1602,56.85,21.14477,77.99477,6235.454093
49,2824,2452,49.849983,21.042221,70.892204,9061.703283
43,2599,2152,49.849983,22.439196,72.28918,8295.975438
42,2498,2102,49.849983,24.74666,74.59664,8195.903558
27,1781,1352,57.149994,23.55224,80.70223,5922.176389
34,2187,1702,57.149994,22.096252,79.24625,6760.573522
40,2317,2002,57.149994,20.681221,77.831215,7204.837212
52,2980,2602,53.550003,28.319134,81.86914,9748.855244
39,2313,1952,53.550003,22.40792,75.957924,7861.240969
36,2221,1802,53.550003,24.742643,78.29265,7181.304334
33,1971,1652,56.200005,23.950695,80.150696,6778.355709
31,1948,1552,56.200005,29.241747,85.44175,6260.199909
27,1675,1352,56.200005,25.648384,81.84839,5431.286196
43,2574,2152,52.950005,19.54193,72.491936,8952.010076
39,2324,1952,52.950005,28.931849,81.88185,7698.95589
37,2131,1852,52.950005,0,52.950005,7723.693505
45,2591,2252,52.549995,24.503485,77.05348,9033.541717
38,2287,1902,52.549995,21.725826,74.27582,7628.811041
31,1937,1552,52.549995,22.856777,75.40677,6217.779025
40,2330,2002,60.850002,22.556135,83.406136,7330.603189
35,2116,1752,60.850002,27.872503,88.7225,6866.509125
35,2091,1752,60.850002,22.826994,83.676994,6829.734571
38,2169,1902,58.90001,20.927738,79.82774,7374.067602
42,2443,2102,58.90001,22.173578,81.073586,8667.124517
43,2500,2152,58.90001,16.616419,75.516426,8599.412797
27,1533,1352,58.90001,27.23569,86.1357,5723.117553
51,2871,2552,58.90001,23.615696,82.5157,9975.165283
64,3560,3202,58.90001,19.86487,78.76488,13125.896399
