iterations,sampled,rrgsize,movement,remaining,total,time
30,1732,1501,35.82753,19.05488,54.88241,5271.627659
41,2332,2051,39.464455,22.331837,61.79629,7066.15802
34,1893,1701,50.36222,19.596941,69.95916,5590.495642
32,1785,1601,41.001877,21.107452,62.10933,5495.095456
27,1514,1351,34.640232,20.623999,55.26423,4474.206377
24,1355,1201,26.873386,25.310934,52.18432,3874.707823
23,1247,1151,25.604723,24.334585,49.93931,3592.421479
27,1567,1351,35.151142,20.282322,55.433464,4364.673877
40,2309,2001,38.601288,15.0595045,53.660793,7721.116847
20,1116,1001,22.077969,22.08745,44.16542,3207.105592
27,1552,1351,36.352623,17.297997,53.65062,5081.914976
37,2109,1851,36.843,27.352541,64.19554,6730.182135
78,4353,3901,41.075794,18.184134,59.259926,17646.814815
23,1288,1151,26.722958,22.540709,49.263664,3632.752529
38,2083,1901,47.072166,19.075249,66.147415,6608.879091
29,1625,1451,42.337112,16.130981,58.468094,4985.292941
39,2202,1951,50.084354,20.008986,70.09334,7436.492913
33,1851,1651,34.58217,12.884215,47.466385,5962.380455
32,1836,1601,44.372173,21.406963,65.77914,5972.388859
36,2059,1801,39.220554,17.13515,56.355705,6369.828912
43,2441,2151,30.081747,16.446617,46.528366,7754.244262
40,2211,2001,40.053276,16.577806,56.63108,7170.629058
50,2778,2501,44.405735,17.24281,61.648544,10221.925568
43,2542,2151,37.57635,16.827208,54.403557,8680.444368
31,1747,1551,38.80055,14.440216,53.240765,5561.996373
39,2449,1951,46.466274,26.488203,72.954475,8002.752362
52,2936,2601,44.875755,13.359962,58.235718,10298.732006
35,2048,1751,43.19099,22.86618,66.057175,6146.290293
35,1999,1751,40.622288,20.96509,61.58738,5996.86666
33,1843,1651,44.12478,23.825571,67.95035,5776.987293
34,1940,1701,47.559177,19.476976,67.036156,5951.260246
33,1898,1651,32.581997,19.143906,51.725903,5712.286905
27,1511,1351,34.452065,20.944368,55.39643,4923.709875
27,1514,1351,45.606686,22.607986,68.214676,4932.192756
39,2212,1951,36.41162,17.17908,53.5907,6864.720291
38,2191,1901,35.996582,19.876118,55.8727,6315.81144
47,2635,2351,41.16264,17.418383,58.581024,8178.637586
42,2488,2101,39.39346,17.898697,57.292156,7189.145354
36,2071,1801,32.161358,19.78139,51.94275,6264.099897
39,2301,1951,34.818394,16.659449,51.477844,7036.354104
35,1965,1751,32.578014,21.12719,53.705204,6182.241542
87,4780,4351,35.637154,19.240904,54.87806,20617.656818
28,1608,1401,49.60134,21.088797,70.69014,4696.603727
25,1471,1251,30.56844,17.803173,48.371613,4415.669726
26,1517,1301,29.562792,14.212167,43.77496,4702.317656
28,1612,1401,40.847115,20.017199,60.86431,5116.063163
33,1864,1651,41.37023,17.038628,58.40886,5825.069906
29,1681,1451,32.099262,16.771181,48.870445,5267.192609
26,1480,1301,30.959995,27.754932,58.714928,4303.297963
27,1537,1351,31.06799,16.935675,48.003662,3951.288058
34,1885,1701,39.30612,16.55271,55.858833,5740.619074
29,1635,1451,22.929844,22.128548,45.05839,5607.876969
44,2477,2201,37.43381,16.39496,53.828773,7973.267282
48,2618,2401,42.085148,8.736864,50.822014,8016.526885
27,1501,1351,36.86747,22.076101,58.943573,4772.989655
38,2174,1901,56.140213,17.522018,73.66223,8129.271959
24,1332,1201,32.427414,18.974783,51.4022,4033.575581
37,2056,1851,40.09334,20.501896,60.595238,6517.106231
32,1733,1601,33.96421,19.659956,53.62417,5299.537895
27,1567,1351,26.127533,18.528423,44.655956,4514.074946
28,1583,1401,22.600845,12.822463,35.42331,5775.873715
28,1608,1401,41.62463,12.836012,54.46064,5207.029313
70,3973,3501,36.158043,16.019808,52.17785,15922.491448
41,2364,2051,28.133152,22.89491,51.02806,6803.152633
33,1890,1651,49.744137,21.875145,71.61928,5856.151545
38,2127,1901,34.31621,21.601973,55.918182,6763.401581
37,2049,1851,30.723486,20.74857,51.472054,6260.528528
49,2796,2451,43.10001,20.659319,63.75933,11115.531987
29,1614,1451,25.91414,19.458616,45.372757,5235.453309
28,1600,1401,42.651352,16.33638,58.987732,4970.884406
32,1827,1601,49.69164,20.49909,70.19073,5777.762345
28,1608,1401,35.90179,20.591337,56.493126,4569.148163
37,2151,1851,45.309303,26.152842,71.46214,7306.563735
45,2525,2251,43.435303,18.14375,61.579052,8048.45101
30,1693,1501,50.513554,20.554312,71.06786,5545.652796
36,2068,1801,38.71365,18.949081,57.66273,6591.201139
42,2274,2101,33.078163,20.046545,53.12471,7309.512905
38,2130,1901,37.040634,19.868755,56.90939,6558.609591
29,1664,1451,35.26986,20.587053,55.85691,4715.79939
24,1342,1201,23.782627,22.083233,45.86586,4117.051003
54,2968,2701,45.97304,18.42324,64.396286,10014.651556
54,2955,2701,37.786633,22.030079,59.81671,10562.900569
23,1312,1151,25.917995,19.510817,45.42881,3838.53686
24,1339,1201,25.646988,19.34006,44.987045,4467.51056
26,1523,1301,24.281271,19.942745,44.224014,4500.971407
25,1391,1251,27.924608,21.99177,49.916378,4443.891281
30,1713,1501,42.579453,21.912977,64.49243,5646.699964
24,1367,1201,26.120066,13.139442,39.259506,4110.965564
28,1601,1401,25.01067,22.674648,47.685318,4769.20533
49,2735,2451,49.185966,22.540323,71.72629,9195.68829
26,1531,1301,41.379665,12.398011,53.777676,4841.297183
42,2352,2101,49.732567,16.939747,66.67232,8273.794877
27,1466,1351,31.8584,26.314096,58.172497,4688.064917
24,1320,1201,23.500956,21.385422,44.886375,4333.75151
29,1607,1451,33.206635,22.165308,55.37194,5367.977909
30,1775,1501,39.78782,23.232716,63.020535,5001.751635
26,1465,1301,27.072239,22.264547,49.336784,4173.866941
51,2834,2551,43.06073,22.274067,65.33479,9233.204261
36,1980,1801,42.930637,14.11528,57.045918,5658.070827
31,1737,1551,34.153725,15.538618,49.692345,4573.447328
29,1612,1451,38.657368,21.173944,59.831314,4800.628213
49,2717,2451,42.306892,11.434674,53.741566,9189.481124
35,1969,1751,33.521835,17.224947,50.74678,5863.453293
22,1217,1101,22.731667,21.278938,44.010605,3337.059838
25,1427,1251,32.82596,10.452068,43.278027,4022.255174
45,2485,2251,29.474869,16.572762,46.04763,7766.561724
33,1827,1651,38.956017,14.647281,53.6033,6334.804097
27,1508,1351,39.092,18.569038,57.661037,5676.167445
31,1764,1551,40.97225,21.887756,62.86001,5429.83776
24,1357,1201,30.794638,21.868126,52.662766,4224.47419
46,2620,2301,45.6532,25.167667,70.82086,8903.728558
49,2828,2451,45.70485,17.161827,62.866676,9570.195084
64,3571,3201,43.07494,20.753702,63.828644,13818.183198
22,1263,1101,22.18093,12.682157,34.863087,3690.740147
35,1966,1751,40.825718,20.943325,61.769043,6730.194328
30,1705,1501,43.6351,18.987413,62.622513,5241.178202
30,1722,1501,40.24765,19.792847,60.040497,5072.944275
33,1922,1651,43.346836,25.427435,68.77427,6695.645229
27,1500,1351,24.008598,17.913149,41.921745,5172.695852
