iterations,sampled,rrgsize,movement,remaining,total,time
34,18484,1701,28.214344,0.18430391,28.398647,6844.230302
39,22127,1951,29.161928,0,29.161928,9069.519347
37,20341,1851,31.221197,0.7613225,31.98252,7275.919834
34,18238,1701,29.4101,0,29.4101,6715.403821
32,17767,1601,25.613487,0,25.613487,6249.608059
33,19060,1651,24.080164,3.4966135,27.576778,5865.54091
29,15789,1451,25.060701,0.5600865,25.620789,5143.201468
38,21347,1901,31.808481,0,31.808481,8463.452605
37,20614,1851,26.120062,0.20027639,26.32034,7278.129744
35,19868,1751,29.011969,0,29.011969,7288.294724
39,21224,1951,31.390997,0.1565252,31.547522,8553.382766
36,20335,1801,28.082293,0.29290682,28.3752,7235.010135
31,16907,1551,25.355547,0.327977,25.683523,5784.757701
31,16968,1551,23.319132,2.1016147,25.420746,6842.646289
33,17476,1651,26.914585,0,26.914585,6366.287493
32,17441,1602,23.4052,2.1435149,25.548714,6412.385237
33,17978,1652,22.92664,0,22.92664,6902.04124
35,18565,1751,21.19888,4.9516997,26.15058,8123.047584
37,20224,1852,21.814247,0.6393813,22.453629,8125.921095
31,17439,1551,28.249973,0.43620443,28.686178,5349.041693
49,27792,2452,29.751041,2.2377462,31.988789,9457.614567
56,31597,2801,40.112503,0.24433297,40.356834,12343.694061
43,23566,2151,31.73671,0.10357996,31.84029,9104.091042
41,22108,2051,34.22688,0,34.22688,8986.038761
40,21972,2001,35.044804,0,35.044804,8801.451104
38,21249,1901,32.668846,0,32.668846,7506.409986
39,20846,1951,27.072289,0.30186814,27.374157,8022.146512
40,21363,2001,31.635303,1.3658564,33.00116,7649.539806
35,19453,1751,26.317495,5.5339537,31.851448,6786.099028
32,18233,1601,31.962856,3.4407156,35.403572,5338.696902
37,19839,1851,33.196457,0,33.196457,6748.977822
54,29716,2701,46.208355,0.7623942,46.97075,11761.053873
41,23075,2052,41.924164,0,41.924164,7998.452247
34,17710,1701,26.273666,6.555433,32.829098,6219.625578
41,23550,2051,30.881676,0,30.881676,7735.43346
40,21208,2001,24.23236,0,24.23236,8088.965075
37,19958,1851,24.199104,4.267846,28.46695,6797.956605
35,19728,1751,25.968908,0,25.968908,6871.081922
38,20978,1902,28.210426,0.18832256,28.398748,8342.338561
37,21251,1851,30.709354,0.08648431,30.79584,7773.612597
29,16534,1451,20.510397,3.1767178,23.687115,5417.17035
36,19977,1802,23.049973,0,23.049973,7202.421572
33,19070,1651,25.522245,1.0674945,26.58974,6338.741006
32,18183,1602,25.99402,0.3396646,26.333685,6180.594311
35,19030,1752,25.501347,0,25.501347,6879.568782
28,15337,1403,20.555231,8.18556,28.740791,4808.785589
29,16271,1451,23.764002,5.8861794,29.65018,4946.248328
35,19205,1751,22.878895,0.8485848,23.72748,6356.944965
41,21724,2051,42.970085,0,42.970085,8081.312209
32,17467,1601,21.6926,1.6437913,23.336391,6337.221724
37,21198,1851,32.030033,0,32.030033,8242.484346
37,20806,1851,28.34579,0,28.34579,8242.544875
35,19308,1751,26.351679,5.6267624,31.978441,7162.616659
31,16866,1551,23.072361,0.6021158,23.674477,5394.469668
35,19128,1752,29.358715,0,29.358715,6898.337453
35,19492,1751,28.296698,0.19880496,28.495502,7459.609371
36,20343,1801,30.657837,0,30.657837,6991.605348
29,16195,1452,24.642385,1.9581972,26.600582,5243.371488
32,16758,1601,22.808603,0,22.808603,5829.350538
34,18518,1701,23.104967,3.1499534,26.254921,6872.31008
29,15777,1452,19.379566,3.165605,22.545172,6049.602209
47,26938,2351,42.725044,1.4552028,44.18025,10539.466625
40,22636,2001,30.136108,0,30.136108,7712.517332
34,18659,1701,24.83353,3.8697982,28.70333,5804.719187
31,16714,1551,23.802584,4.208188,28.010773,5855.670248
32,17390,1601,23.3482,1.993952,25.342152,6272.414236
