iterations,sampled,rrgsize,movement,remaining,total,time
73,43570,3652,51.54999,22.02885,73.57884,16170.862168
30,17143,1502,59.250008,19.82131,79.07132,6692.61414
39,21677,1952,59.250008,19.61362,78.86363,8445.541257
36,21594,1802,59.250008,18.96052,78.210526,8072.446828
37,21230,1852,57.40003,26.92623,84.326256,7973.947745
58,32375,2902,57.40003,22.948122,80.34815,12613.73955
49,28430,2452,57.40003,24.40996,81.80999,10099.528024
50,28684,2502,62.249992,27.363287,89.61328,11160.00058
48,26465,2402,62.249992,24.693455,86.94345,9594.909649
53,29783,2652,62.249992,22.186214,84.4362,10839.636561
22,13324,1102,58.999985,25.771915,84.7719,5883.049456
28,16134,1402,58.999985,22.57432,81.5743,6707.48403
38,22264,1902,58.999985,26.546661,85.546646,7992.160873
71,39580,3552,62.19999,25.288233,87.48822,14962.520081
47,29696,2352,62.19999,24.722689,86.922676,10084.697095
41,24892,2052,62.19999,27.255125,89.45512,8492.792521
24,15397,1202,48.89999,24.616266,73.51626,5777.558006
33,18286,1652,48.89999,24.239765,73.139755,7355.744503
35,20963,1752,48.89999,22.154583,71.05457,7826.643252
47,28181,2352,55.55,24.57278,80.12278,8977.025517
54,30471,2702,55.55,23.12052,78.67052,11041.931741
38,22017,1902,55.55,25.083752,80.63375,7486.844964
52,28540,2602,49.649986,21.298595,70.94858,10979.341618
64,34812,3202,49.649986,20.467058,70.11704,14468.303504
59,34209,2952,49.649986,20.264885,69.91487,12582.397117
36,21210,1802,53.999992,20.826797,74.82679,8601.996738
63,33989,3152,53.999992,23.258389,77.25838,13113.221958
40,21917,2002,53.999992,22.39974,76.399734,8884.322648
56,32262,2802,55.700005,21.135317,76.83532,11766.551088
